Date,Close,High,Low,Open,Volume
2025-06-27,65.5199966430664,66.08999633789062,64.80000305175781,65.30000305175781,236284
2025-06-30,65.11000061035156,65.81999969482422,64.5,65.1500015258789,193289
2025-07-01,65.44999694824219,65.9800033569336,64.66999816894531,64.95999908447266,193162
2025-07-02,67.44999694824219,67.58000183105469,65.2300033569336,65.55999755859375,265200
2025-07-03,67.0,67.58000183105469,66.52999877929688,67.5,0
2025-07-04,66.5,67.18000030517578,66.04000091552734,67.12999725341797,0
2025-07-07,67.93000030517578,68.31999969482422,65.4000015258789,65.69999694824219,332949
2025-07-08,68.33000183105469,68.91000366210938,67.33000183105469,67.95999908447266,219882
2025-07-09,68.37999725341797,68.94000244140625,67.69999694824219,68.18000030517578,223945
2025-07-10,66.56999969482422,68.6500015258789,66.44999694824219,68.29000091552734,258654
2025-07-11,68.44999694824219,68.7699966430664,66.5,66.8499984741211,226297
2025-07-14,66.9800033569336,69.6500015258789,66.80000305175781,68.68000030517578,263877
2025-07-15,66.5199966430664,67.12999725341797,66.22000122070312,66.86000061035156,252724
2025-07-16,66.37999725341797,67.01000213623047,65.41999816894531,66.7300033569336,248346
2025-07-17,67.54000091552734,67.69000244140625,66.29000091552734,66.5999984741211,188802
2025-07-18,67.33999633789062,68.95999908447266,67.19999694824219,67.5999984741211,107628
2025-07-21,67.19999694824219,67.76000213623047,66.45999908447266,67.31999969482422,81194
2025-07-22,66.20999908447266,67.12999725341797,65.98999786376953,67.12000274658203,269991
2025-07-23,65.25,65.77999877929688,64.70999908447266,65.48999786376953,251825
2025-07-24,66.02999877929688,66.38999938964844,65.33000183105469,65.41999816894531,281209
2025-07-25,65.16000366210938,66.73999786376953,65.0,66.1500015258789,234283
2025-07-28,66.70999908447266,67.13999938964844,65.05000305175781,65.1500015258789,262038
2025-07-29,69.20999908447266,69.76000213623047,66.52999877929688,67.04000091552734,329112
2025-07-30,70.0,70.51000213623047,68.44999694824219,69.33999633789062,345336
2025-07-31,69.26000213623047,70.41000366210938,68.55999755859375,70.30000305175781,247031
2025-08-01,67.33000183105469,69.58000183105469,67.05000305175781,69.3499984741211,355819
2025-08-04,66.29000091552734,67.73999786376953,65.45999908447266,66.8499984741211,277375
2025-08-05,65.16000366210938,66.38999938964844,65.02999877929688,66.20999908447266,279030
2025-08-06,64.3499984741211,66.75,63.63999938964844,65.1500015258789,353827
2025-08-07,63.880001068115234,65.11000061035156,63.70000076293945,64.36000061035156,300518
2025-08-08,63.880001068115234,64.58000183105469,62.77000045776367,63.849998474121094,322939
2025-08-11,63.959999084472656,64.44000244140625,63.02000045776367,63.47999954223633,234807
2025-08-12,63.16999816894531,64.33999633789062,63.060001373291016,64.0,304441
2025-08-13,62.650001525878906,63.380001068115234,61.939998626708984,63.06999969482422,298939
2025-08-14,63.959999084472656,64.0999984741211,62.58000183105469,62.790000915527344,251652
2025-08-15,62.79999923706055,64.1500015258789,62.68000030517578,63.90999984741211,197390
2025-08-18,63.41999816894531,63.790000915527344,62.18000030517578,63.0,95113
2025-08-19,62.349998474121094,63.38999938964844,62.25,63.27000045776367,99484
2025-08-20,63.209999084472656,63.54999923706055,62.38999938964844,62.599998474121094,280663
2025-08-21,63.52000045776367,63.66999816894531,62.52000045776367,62.849998474121094,250166
2025-08-22,63.65999984741211,63.93000030517578,63.310001373291016,63.5,223169
2025-08-25,64.80000305175781,65.0999984741211,63.529998779296875,63.880001068115234,185270
2025-08-26,63.25,64.76000213623047,63.130001068115234,64.75,199101
2025-08-27,64.1500015258789,64.2300033569336,62.95000076293945,63.310001373291016,193476
2025-08-28,64.5999984741211,64.69999694824219,63.349998474121094,63.869998931884766,208931
2025-08-29,64.01000213623047,64.55000305175781,63.880001068115234,64.26000213623047,0
2025-09-02,65.58999633789062,66.02999877929688,63.65999984741211,63.95000076293945,320218
2025-09-03,63.970001220703125,65.72000122070312,63.720001220703125,65.62000274658203,298737
2025-09-04,63.47999954223633,63.84000015258789,62.720001220703125,63.81999969482422,251689
2025-09-05,61.869998931884766,63.4900016784668,61.45000076293945,63.33000183105469,294540
2025-09-08,62.2599983215332,63.34000015258789,61.849998474121094,62.0,237288
2025-09-09,62.630001068115234,63.66999816894531,62.369998931884766,62.43000030517578,268529
2025-09-10,63.66999816894531,64.08000183105469,62.720001220703125,62.7400016784668,260684
2025-09-11,62.369998931884766,63.79999923706055,62.209999084472656,63.79999923706055,222661
2025-09-12,62.689998626708984,63.97999954223633,61.689998626708984,62.27000045776367,313265
2025-09-15,63.29999923706055,63.66999816894531,62.52000045776367,62.970001220703125,205560
2025-09-16,64.5199966430664,64.76000213623047,62.88999938964844,63.310001373291016,234250
2025-09-17,64.05000305175781,64.66999816894531,63.689998626708984,64.58999633789062,165427
2025-09-18,63.56999969482422,64.55000305175781,63.33000183105469,63.9900016784668,82321
2025-09-19,62.68000030517578,63.650001525878906,62.599998474121094,63.59000015258789,87165
2025-09-22,62.63999938964844,63.18000030517578,61.97999954223633,62.7400016784668,223779
2025-09-23,63.40999984741211,63.88999938964844,61.849998474121094,62.33000183105469,265948
2025-09-24,64.98999786376953,65.05000305175781,63.25,63.63999938964844,282721
2025-09-25,64.9800033569336,65.33999633789062,64.05999755859375,64.80000305175781,258353
2025-09-26,65.72000122070312,66.41999816894531,64.66000366210938,65.19999694824219,284990
2025-09-29,63.45000076293945,65.4000015258789,62.97999954223633,65.06999969482422,294292
2025-09-30,62.369998931884766,63.2599983215332,62.029998779296875,63.13999938964844,271649
2025-10-01,61.779998779296875,62.88999938964844,61.400001525878906,62.459999084472656,274339
2025-10-02,60.47999954223633,62.540000915527344,60.400001525878906,61.779998779296875,290507
2025-10-03,60.880001068115234,61.380001068115234,60.54999923706055,60.70000076293945,240044
2025-10-06,61.689998626708984,62.119998931884766,61.040000915527344,61.13999938964844,224682
2025-10-07,61.72999954223633,62.11000061035156,60.720001220703125,61.72999954223633,245121
2025-10-08,62.54999923706055,62.91999816894531,62.04999923706055,62.04999923706055,273318
2025-10-09,61.5099983215332,62.869998931884766,61.25,62.310001373291016,259171
2025-10-10,58.900001525878906,61.66999816894531,58.220001220703125,61.4900016784668,339103
2025-10-13,59.4900016784668,60.16999816894531,59.0,59.0,339103
2025-10-14,58.70000076293945,59.81999969482422,57.68000030517578,59.58000183105469,259200
2025-10-15,58.27000045776367,59.41999816894531,58.20000076293945,58.599998474121094,224919
2025-10-16,57.459999084472656,59.11000061035156,57.2599983215332,58.77000045776367,203866
2025-10-17,57.540000915527344,57.720001220703125,56.599998474121094,57.5,108748
2025-10-20,57.52000045776367,57.810001373291016,56.349998474121094,57.72999954223633,108146
2025-10-21,57.81999969482422,58.279998779296875,56.9900016784668,57.369998931884766,314207
2025-10-22,58.5,59.83000183105469,57.34000015258789,57.59000015258789,378637
2025-10-23,61.790000915527344,62.20000076293945,59.63999938964844,59.939998626708984,735186
2025-10-24,61.5,62.59000015258789,61.209999084472656,61.790000915527344,373744
2025-10-27,61.310001373291016,62.16999816894531,60.66999816894531,61.81999969482422,272191
2025-10-28,60.150001525878906,61.5,59.7599983215332,61.5,307568
2025-10-29,60.47999954223633,61.02000045776367,59.70000076293945,60.18000030517578,276875
2025-10-30,60.56999969482422,60.790000915527344,59.63999938964844,60.38999938964844,247917
2025-10-31,60.97999954223633,61.380001068115234,59.9900016784668,60.29999923706055,278598
2025-11-03,61.04999923706055,61.5,60.5099983215332,61.400001525878906,0
2025-11-04,60.560001373291016,61.029998779296875,59.939998626708984,61.029998779296875,219300
2025-11-05,59.599998474121094,61.09000015258789,59.52000045776367,60.43000030517578,292518
2025-11-06,59.43000030517578,60.5099983215332,58.83000183105469,59.68000030517578,277768
2025-11-07,59.75,60.459999084472656,59.31999969482422,59.650001525878906,259446
2025-11-10,60.130001068115234,60.47999954223633,59.40999984741211,59.869998931884766,222879
2025-11-11,61.040000915527344,61.279998779296875,59.65999984741211,60.06999969482422,264427
2025-11-12,58.4900016784668,61.060001373291016,58.29999923706055,61.04999923706055,329517
2025-11-13,58.689998626708984,59.209999084472656,58.119998931884766,58.470001220703125,247349
2025-11-14,60.09000015258789,60.650001525878906,58.709999084472656,58.709999084472656,334116
2025-11-17,59.90999984741211,60.439998626708984,59.31999969482422,59.79999923706055,189638
2025-11-18,60.7400016784668,60.93000030517578,59.310001373291016,59.7400016784668,105325
2025-11-19,59.439998626708984,60.790000915527344,58.77000045776367,60.619998931884766,79622
2025-11-20,59.13999938964844,60.33000183105469,58.86000061035156,59.630001068115234,324282
2025-11-21,58.060001373291016,58.79999923706055,57.380001068115234,58.79999923706055,345014
2025-11-24,58.84000015258789,59.060001373291016,57.41999816894531,58.04999923706055,238138
2025-11-25,57.95000076293945,58.959999084472656,57.099998474121094,58.88999938964844,334442
2025-11-26,58.650001525878906,58.720001220703125,57.65999984741211,58.04999923706055,228285
2025-11-28,58.54999923706055,59.63999938964844,58.27000045776367,58.58000183105469,153758
2025-12-01,59.31999969482422,59.970001220703125,58.83000183105469,58.959999084472656,232770
2025-12-02,58.63999938964844,59.66999816894531,58.279998779296875,59.52000045776367,255513
2025-12-03,58.95000076293945,59.63999938964844,58.369998931884766,58.650001525878906,260974
2025-12-04,59.66999816894531,60.02000045776367,58.810001373291016,59.09000015258789,264993
2025-12-05,60.08000183105469,60.5,59.41999816894531,59.70000076293945,255075
2025-12-08,58.880001068115234,60.29999923706055,58.68000030517578,60.150001525878906,263009
2025-12-09,58.25,59.16999816894531,58.119998931884766,58.869998931884766,260206
2025-12-10,58.459999084472656,59.04999923706055,57.65999984741211,58.369998931884766,256508
2025-12-11,57.599998474121094,58.939998626708984,57.0099983215332,58.90999984741211,286808
2025-12-12,57.439998626708984,58.189998626708984,57.150001525878906,57.88999938964844,212806
2025-12-15,56.81999969482422,57.79999923706055,56.400001525878906,57.5,229310
2025-12-16,55.27000045776367,56.70000076293945,54.97999954223633,56.68000030517578,230933
2025-12-17,55.939998626708984,56.97999954223633,55.20000076293945,55.22999954223633,125608
2025-12-18,56.150001525878906,57.029998779296875,55.880001068115234,56.900001525878906,85735
2025-12-19,56.65999984741211,56.900001525878906,55.81999969482422,56.029998779296875,209264
2025-12-22,58.0099983215332,58.130001068115234,56.599998474121094,56.630001068115234,221576
2025-12-23,58.380001068115234,58.560001373291016,57.7400016784668,57.95000076293945,183633
2025-12-24,58.349998474121094,58.75,58.130001068115234,58.470001220703125,111762
2025-12-26,56.7400016784668,58.880001068115234,56.650001525878906,58.349998474121094,166669
2025-12-29,58.08000183105469,58.29999923706055,56.90999984741211,57.040000915527344,178590
2025-12-30,57.95000076293945,58.470001220703125,57.599998474121094,57.810001373291016,143802
2025-12-31,57.41999816894531,58.54999923706055,57.20000076293945,57.95000076293945,157160
2026-01-02,57.31999969482422,57.93000030517578,56.599998474121094,57.40999984741211,189503
2026-01-05,58.31999969482422,58.5099983215332,56.310001373291016,57.470001220703125,301483
2026-01-06,57.130001068115234,58.869998931884766,56.84000015258789,58.34000015258789,292067
2026-01-07,55.9900016784668,57.16999816894531,55.7599983215332,57.0,383128
2026-01-08,57.7599983215332,58.7400016784668,55.970001220703125,56.41999816894531,334134
2026-01-09,59.119998931884766,59.77000045776367,57.61000061035156,58.400001525878906,360309
2026-01-12,59.5,59.90999984741211,58.45000076293945,59.0,309700
2026-01-13,61.150001525878906,61.5,59.470001220703125,59.95000076293945,411190
2026-01-14,62.02000045776367,62.36000061035156,59.189998626708984,61.119998931884766,410261
2026-01-15,59.189998626708984,61.13999938964844,58.880001068115234,61.060001373291016,113642
2026-01-16,59.439998626708984,60.18000030517578,58.939998626708984,59.2599983215332,113794
2026-01-20,60.34000015258789,60.68000030517578,58.70000076293945,59.0099983215332,499595
2026-01-21,60.619998931884766,60.88999938964844,59.220001220703125,59.56999969482422,333062
2026-01-22,59.36000061035156,60.81999969482422,58.959999084472656,60.68000030517578,324349
2026-01-23,61.06999969482422,61.36000061035156,59.52000045776367,59.65999984741211,283419
2026-01-26,60.630001068115234,61.709999084472656,60.31999969482422,61.220001220703125,281062
2026-01-27,62.38999938964844,62.630001068115234,60.13999938964844,60.779998779296875,360208
2026-01-28,63.209999084472656,63.56999969482422,62.06999969482422,62.58000183105469,354864
2026-01-29,65.41999816894531,66.4800033569336,63.279998779296875,63.5,560007
2026-01-30,65.20999908447266,66.11000061035156,63.63999938964844,65.5199966430664,449325
2026-02-02,62.13999938964844,64.73999786376953,61.38999938964844,64.72000122070312,414083
2026-02-03,63.209999084472656,64.20999908447266,61.119998931884766,62.279998779296875,381144
2026-02-04,65.13999938964844,65.52999877929688,62.86000061035156,63.79999923706055,446588
2026-02-05,63.290000915527344,64.66999816894531,62.650001525878906,64.48999786376953,389763
2026-02-06,63.54999923706055,64.58000183105469,62.20000076293945,63.099998474121094,448924
2026-02-09,64.36000061035156,64.87999725341797,62.619998931884766,62.9900016784668,298005
2026-02-10,63.959999084472656,64.70999908447266,63.650001525878906,64.44000244140625,276292
2026-02-11,64.62999725341797,65.83000183105469,64.1500015258789,64.19999694824219,276292
2026-02-12,63.630001068115234,65.0999984741211,63.52000045776367,64.87000274658203,127314
